TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-08-06,2026-08-06,CM,NSE,STK,149,IN0020200195,SGBSEP28VI,GB,,,,,2.50%GOLDBONDS2028SR-VI,14500.0,14770.0,14500.0,14734.55,14705.0,14398.21,,14734.34,,,803,11772054.07,70,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,834,IN0020200203,SGBOC28VII,GB,,,,,2.50%GOLDBONDS2028SR-VII,14670.0,14670.0,14560.0,14612.0,14612.0,14331.0,,14612.0,,,29,424240.91,13,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,17110,IN0020190537,SGBJ28VIII,GB,,,,,2.50%GOLDBONDS2028SR-VIII,14352.0,14698.99,14352.0,14698.99,14698.99,14300.0,,14698.99,,,15,219841.87,5,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,18451,IN0020190552,SGBMAR28X,GB,,,,,2.50%GOLDBONDS2028SR-X,14505.01,14730.0,14505.01,14730.0,14730.0,14403.84,,14730.0,,,199,2920435.37,11,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,5113,IN0020210111,SGBJUL29IV,GB,,,,,2.50%GOLDBONDS2029SR-IV,14401.0,14621.0,14401.0,14620.0,14620.0,14303.25,,14620.0,,,152,2219600.76,42,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,1920,IN0020200377,SGBJAN29IX,GB,,,,,2.50%GOLDBONDS2029SR-IX,14530.0,14640.0,14510.01,14601.99,14591.0,14350.0,,14603.99,,,389,5676312.96,76,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,5455,IN0020210129,SGBAUG29V,GB,,,,,2.50%GOLDBONDS2029SR-V,14505.0,14800.0,14505.0,14789.38,14800.0,14412.5,,14789.38,,,348,5129421.13,43,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,7098,IN0020210228,SGBD29VIII,GB,,,,,2.50%GOLDBONDS2029SR-VIII,14506.56,14689.99,14506.56,14661.84,14680.0,14447.0,,14661.84,,,179,2618287.69,69,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,2003,IN0020200385,SGBJAN29X,GB,,,,,2.50%GOLDBONDS2029SR-X,14411.0,14650.0,14410.0,14617.5,14650.0,14295.2,,14617.5,,,29,421495.95,17,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,2200,IN0020200393,SGBFEB29XI,GB,,,,,2.50%GOLDBONDS2029SR-XI,14405.01,14700.0,14405.01,14679.16,14700.0,14399.0,,14692.08,,,23,336529.31,10,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,2810,IN0020200427,SGBMR29XII,GB,,,,,2.50%GOLDBONDS2029SR-XII,14600.0,14750.0,14600.0,14716.5,14733.0,14400.0,,14716.5,,,113,1656884.2,31,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,10232,IN0020220045,SGBJUN30,GB,,,,,2.50%GOLDBONDS2030SR-I,14689.0,14999.99,14626.01,14694.4,14694.4,14408.75,,14694.4,,,182,2681738.85,39,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,11192,IN0020220078,SGBAUG30,GB,,,,,2.50%GOLDBONDS2030SR-II,14722.85,14790.0,14676.24,14728.17,14740.0,14448.5,,14727.88,,,246,3620880.11,60,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,13642,IN0020220110,SGBDE30III,GB,,,,,2.50%GOLDBONDS2030SR-III,14526.0,14873.0,14526.0,14757.55,14789.99,14465.0,,14757.55,,,346,5100232.46,59,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,7879,IN0020210236,SGBJAN30IX,GB,,,,,2.50%GOLDBONDS2030SR-IX,14451.0,14699.0,14451.0,14641.0,14641.0,14410.01,,14675.0,,,376,5507837.98,26,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,8401,IN0020210319,SGBMAR30X,GB,,,,,2.50%GOLDBONDS2030SR-X,14501.0,14675.0,14501.0,14660.34,14660.34,14376.81,,14660.34,,,86,1259007.69,27,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,17202,IN0020230069,SGBJUN31I,GB,,,,,2.50%GOLDBONDS2031SR-I,14761.0,14848.99,14736.0,14815.09,14800.0,14590.59,,14806.74,,,1161,17169850.95,128,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,19456,IN0020230093,SGBSEP31II,GB,,,,,2.50%GOLDBONDS2031SR-II,14785.0,14986.97,14771.0,14874.69,14897.0,14615.67,,14874.63,,,495,7366937.94,145,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,22476,IN0020230168,SGBDE31III,GB,,,,,2.50%GOLDBONDS2031SR-III,14811.01,15050.0,14811.01,15024.28,15025.0,14711.21,,15019.91,,,1304,19534720.23,249,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,14598,IN0020220169,SGBMAR31IV,GB,,,,,2.50%GOLDBONDS2031SR-IV,14800.0,14899.99,14705.01,14838.89,14850.0,14565.0,,14838.89,,,252,3745390.44,52,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,22886,IN0020230184,SGBFEB32IV,GB,,,,,2.50%GOLDBONDS2032SR-IV,14940.0,15197.0,14940.0,15121.34,15101.0,14787.81,,15119.22,,,1682,25370457.98,289,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,16921,INE144J01027,20MICRONS,EQ,,,,,20 MICRONS LTD,195.0,195.3,191.5,191.71,191.5,194.85,,191.71,,,114716,22168223.23,2051,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,4,INE253B01015,21STCENMGM,EQ,,,,,21ST CENTURY MGMT SERVICE,43.45,43.45,42.01,43.3,43.43,42.6,,43.3,,,17825,771878.07,131,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,13061,INE466L01038,360ONE,EQ,,,,,360 ONE WAM LIMITED,1193.1,1197.0,1180.9,1186.0,1186.0,1192.0,,1186.0,,,959901,1139834006.4,29613,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,30105,INF579M01BB5,GOLD360,EQ,,,,,360ONEAMC - GOLD360,142.1,144.75,142.05,144.05,144.25,140.75,,143.93,,,18091,2603698.9,338,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,763602,INF579M01BP5,MSCI360,EQ,,,,,360ONEAMC - MSCI360,10.48,10.77,10.26,10.35,10.35,10.23,,10.35,,,13879,143725.39,27,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,756150,INF579M01BC3,SILVER360,EQ,,,,,360ONEAMC - SILVER360,219.01,221.49,219.01,220.44,220.94,218.86,,220.44,,,14581,3216774.6,478,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,762518,INE994E01018,3BBLACKBIO,EQ,,,,,3B BLACKBIO DX LTD.,1207.0,1226.8,1201.0,1205.9,1202.6,1204.0,,1205.6,,,5430,6581510.1,481,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,6232,INE748C01038,3IINFOLTD,EQ,,,,,3I INFOTECH LIMITED,25.25,25.65,24.95,25.5,25.52,25.09,,25.5,,,1726151,43629300.83,5383,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,474,INE470A01017,3MINDIA,EQ,,,,,3M INDIA LIMITED,35805.0,36595.0,35710.0,36000.0,35820.0,35805.0,,36003.25,,,4631,167325745.0,2479,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,2595,INE105C01023,3PLAND,EQ,,,,,3P LAND HOLDINGS LIMITED,31.76,32.1,31.47,32.1,32.1,31.76,,32.1,,,1258,39934.03,45,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,445,INE618L01018,5PAISA,EQ,,,,,5PAISA CAPITAL LIMITED,370.0,372.0,364.8,366.1,368.35,367.2,,366.1,,,23398,8580656.1,1386,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,11868,INE111B01023,63MOONS,EQ,,,,,63 MOONS TECHNOLOGIES LTD,867.3,884.9,855.0,858.2,859.0,862.95,,858.15,,,223129,193681526.9,8680,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,20032,INE261F07057,735NABAR31,N1,,,,,7.35% TAX FREE TRI SRIIA,1114.99,1114.99,1114.99,1114.99,1114.99,1084.0,,1115.0,,,1,1114.99,1,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,20052,INE787H07156,740IIFCL33,N1,,,,,7.40% TAX FREETRI SRIII,1146.1,1146.1,1146.1,1146.1,1146.1,1150.06,,1146.1,,,20,22922.0,2,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,29312,INE031A07865,751HUDCO28,N5,,,,,7.51 NCD 16FEB28 TR1 SR2,1062.43,1062.43,1062.43,1062.43,1062.43,1062.43,,1062.43,,,30,31872.9,2,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,20034,INE261F07032,764NABAR31,N2,,,,,7.64% TAX FREE TRI SRIIB,1111.2,1111.2,1109.0,1110.81,1110.9,1112.41,,1110.81,,,430,477674.29,6,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,19928,INE031A07AO5,764HUDCO31,N8,,,,,7.64% TAX FREETRI SR2B,1115.15,1121.25,1115.15,1116.07,1116.0,1115.05,,1116.07,,,1832,2046601.39,13,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,31240,INE031A07840,82HUDCO27,N2,,,,,8.20 NCD05MAR27 FV 1000,1049.0,1049.0,1049.0,1049.0,1049.0,1048.0,,1049.0,,,47,49303.0,1,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,19964,INE031A07915,851HUDCO28,NB,,,,,8.51% TAX FREETRI SR2A,1125.01,1125.01,1125.01,1125.01,1125.01,1345.0,,1125.01,,,200,225002.0,1,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,20026,INE134E07455,867PFCL33,N7,,,,,8.67% TAX FREE NCD,1278.47,1278.47,1255.05,1255.05,1255.05,1278.47,,1255.05,,,100,125551.84,3,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,192,INE906B07DF8,875NHAI29,N6,,,,,8.75% TAX FREE TR I S IIB,1117.02,1120.0,1116.4,1120.0,1120.0,1116.85,,1118.0,,,531,594070.31,14,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,19968,INE031A07949,876HUDCO28,ND,,,,,8.76% TAX FREETRI SR2B,1140.5,1140.5,1140.5,1140.5,1140.5,1141.98,,1140.45,,,4,4562.0,2,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,20058,INE787H07370,891IIFCL34,N4,,,,,8.91% TAX FREE NCD,1259.0,1269.0,1259.0,1269.0,1269.0,1244.17,,1269.0,,,40,50460.0,4,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,31768,INE733E07JJ9,891NTPC33,N6,,,,,8.91%S-R-NCD SERIES 3B,1275.0,1275.0,1275.0,1275.0,1275.0,1280.0,,1277.0,,,93,118575.0,1,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,20028,INE134E07463,892PFCL33,N8,,,,,8.92% TAX FREE NCD,1294.9,1294.9,1281.0,1281.0,1281.0,1276.59,,1290.5,,,11,14230.0,2,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,19970,INE031A07AB2,901HUDCO34,NE,,,,,9.01% TAX FREETRII SR3B,1285.25,1290.0,1285.25,1290.0,1290.0,1285.33,,1290.0,,,335,431673.09,6,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,759130,INE08PH01015,ABCOTS,EQ,,,,,A B COTSPIN INDIA LIMITED,202.9,202.9,199.15,200.87,200.03,199.53,,200.86,,,1989,399037.82,172,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,27020,INE00YB01025,ABINFRA,EQ,,,,,A B INFRABUILD LIMITED,10.13,10.15,9.91,10.01,9.91,9.98,,9.99,,,355328,3551543.1,702,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,762528,INE850B01026,ABMKNO,EQ,,,,,A B M KNOWLEDGEWARE LTD.,194.0,197.0,190.1,190.87,190.1,191.61,,190.87,,,1738,333960.08,27,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,762533,INE366C01021,ACSTECH,EQ,,,,,A C S TECHNOLOGIES LTD.,46.4,46.54,44.71,45.97,46.2,44.33,,46.03,,,635273,29273733.86,2476,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,15147,INE0O6N01012,AGUL,SM,,,,,A G UNIVERSAL LIMITED,59.35,59.35,59.35,59.35,59.35,62.45,,59.35,,,4000,237400.0,2,F1,2000,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,762538,INE701G01012,AKCAPIT,EQ,,,,,A K CAPITAL SERVICES LTD.,1741.0,1763.9,1671.4,1690.3,1682.0,1749.1,,1693.48,,,1295,2226136.9,200,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,20906,INE619I01012,A2ZINFRA,EQ,,,,,A2Z INFRA ENGINEERING LTD,16.63,16.89,15.8,16.73,16.53,16.63,,16.73,,,723134,11623589.76,1369,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,12533,INE0D0U01013,AAATECH,EQ,,,,,AAA TECHNOLOGIES LIMITED,91.8,94.01,91.4,93.12,92.6,91.33,,93.12,,,65396,6033697.0,259,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,23729,INE883F01010,AADHARHFC,EQ,,,,,AADHAR HOUSING FINANCE L,506.35,517.8,499.0,514.9,514.9,505.2,,514.84,,,380689,195024900.7,16081,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,757579,INE1GYP01013,AAKAAR,SM,,,,,AAKAAR MEDICAL TECHNO LTD,67.0,67.0,63.65,63.65,63.65,67.0,,63.65,,,24000,1535280.0,15,F1,1600,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,235,INE087Z01024,AAKASH,EQ,,,,,AAKASH EXPLORATION SER L,9.0,9.09,8.91,8.99,8.98,9.0,,8.99,,,91148,817715.1,241,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,758120,INE124401014,AARADHYA,SM,,,,,AARADHYA DISPOSAL INDUS L,73.5,73.5,73.5,73.5,73.5,73.5,,73.5,,,2400,176400.0,2,F1,1200,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,5248,INE198H01019,AAREYDRUGS,BE,,,,,AAREY DRUGS & PHARM LTD,86.9,86.9,81.15,81.8,83.94,84.31,,81.8,,,81861,6923262.45,158,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,761821,INE750R01016,AARNAV,EQ,,,,,AARNAV FASHIONS LIMITED,30.25,31.49,30.25,30.86,31.49,30.44,,30.86,,,30002,923847.79,490,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,1030,INE721Z01010,AARON,EQ,,,,,AARON INDUSTRIES LIMITED,133.56,136.85,133.0,134.57,134.93,134.91,,134.57,,,10219,1376622.69,350,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,17164,INE01C001026,AARTECH,BE,,,,,AARTECH SOLONICS LIMITED,47.62,47.71,46.27,47.25,46.3,47.38,,47.24,,,12975,608628.68,98,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,4481,INE767A01016,AARTIDRUGS,EQ,,,,,AARTI DRUGS LTD.,412.4,417.4,409.95,410.85,411.0,412.4,,410.86,,,98981,40954035.5,3390,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,7,INE769A01020,AARTIIND,EQ,,,,,AARTI INDUSTRIES LTD,485.95,507.3,483.4,501.2,500.65,485.95,,501.17,,,2569945,1285278452.15,50207,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,13868,INE0LRU01027,AARTIPHARM,EQ,,,,,AARTI PHARMALABS LIMITED,683.0,699.0,679.8,692.25,693.0,683.0,,692.07,,,165905,114958302.65,13328,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,19233,INE09EO01013,AARTISURF,EQ,,,,,AARTI SURFACTANTS LIMITED,532.0,563.0,525.0,551.35,550.0,541.15,,551.3,,,85585,46909524.95,3554,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,19073,INE754X01016,AARVI,EQ,,,,,AARVI ENCON LIMITED,158.93,159.49,155.0,155.87,155.0,156.36,,156.12,,,26550,4167055.96,850,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,763800,INE2FMX01012,AASTHA,EQ,,,,,AASTHA SPINTEX LIMITED,82.88,82.88,82.88,82.88,82.88,92.08,,82.89,,,249739,20698368.32,1576,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,5385,INE216P01012,AAVAS,EQ,,,,,AAVAS FINANCIERS LIMITED,1390.0,1396.4,1367.7,1376.3,1375.0,1375.7,,1376.35,,,47943,66088792.2,7758,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,7759,INE421A01028,ABAN,BE,,,,,ABAN OFFSHORE LTD.,19.16,19.16,18.55,19.16,19.16,18.25,,19.16,,,87544,1676585.73,322,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,762526,INE365O01028,ABANSENT,BE,,,,,ABANS ENTERPRISES LTD.,25.1,26.6,25.1,26.48,26.48,25.82,,26.51,,,1159,30395.94,23,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,13288,INE00ZE01026,AFSL,EQ,,,,,ABANS FINANCIAL SRVCS LTD,201.9,201.95,201.07,201.25,201.07,201.21,,201.25,,,3729,750182.53,47,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,13,INE117A01022,ABB,EQ,,,,,ABB INDIA LIMITED,7737.0,7784.5,7671.0,7735.0,7735.0,7690.5,,7734.95,,,159592,1235555149.5,19420,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,17903,INE358A01014,ABBOTINDIA,EQ,,,,,ABBOTT INDIA LIMITED,27830.0,27990.0,27750.0,27855.0,27900.0,27785.0,,27856.32,,,6071,169186515.0,1795,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,755941,INE860H07IQ0,8ABCL26,N2,,,,,ABCL 8% SR I,1063.0,1063.0,1063.0,1063.0,1063.0,1061.8,,1062.05,,,3,3189.0,2,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,27284,INE0UYG01015,ABHAPOWER,SM,,,,,ABHA POWER N STEEL LTD,24.75,26.1,24.15,26.0,26.0,26.1,,26.0,,,24000,594160.0,14,F1,1600,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,5549,INE251C01025,ABMINTLLTD,EQ,,,,,ABM INTERNATIONAL LTD,45.47,45.47,41.36,41.41,41.36,42.24,,41.41,,,192,8103.79,8,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,23786,INE0QRV01016,ABSMARINE,ST,,,,,ABS MARINE SERVICES LTD,221.8,223.9,215.2,223.6,223.7,221.8,,223.6,,,22000,4861275.0,42,F1,500,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,22,INE012A01025,ACC,EQ,,,,,ACC LIMITED,1399.5,1399.8,1370.1,1378.4,1375.0,1394.0,,1378.41,,,161060,222848057.8,13844,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,7053,INE793A01012,ACCELYA,EQ,,,,,ACCELYA SOLN INDIA LTD,1137.9,1147.4,1133.0,1137.2,1133.0,1138.1,,1137.51,,,5880,6694630.5,996,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,20488,INE0Q5D01013,ACCENTMIC,SM,,,,,ACCENT MICROCELL LIMITED,516.0,517.0,508.05,514.45,512.0,511.5,,514.45,,,15500,7959550.0,31,F1,500,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,757024,INE0T8T01010,ACCPL,ST,,,,,ACCRETION PHARMA LIMITED,187.25,187.25,179.85,179.85,179.85,181.1,,179.85,,,10800,1980720.0,9,F1,1200,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,1472,INE648Z01023,ACCURACY,BE,,,,,ACCURACY SHIPPING LIMITED,4.81,4.87,4.65,4.77,4.78,4.81,,4.77,,,76950,364838.94,189,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,11779,INE543V01017,ACEINTEG,EQ,,,,,ACE INTEGRATED SOLU. LTD.,19.78,19.78,18.94,19.0,19.0,19.28,,19.0,,,3186,60767.87,47,F1,1,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,761112,INE1J6M01010,ACETEC,SM,,,,,ACETECH E-COMMERCE LTD,140.5,140.5,140.5,140.5,140.5,140.95,,140.5,,,1200,168600.0,1,F1,1200,,,,,
2026-08-06,2026-08-06,CM,NSE,STK,27061,INE622W01025,ACMESOLAR,EQ,,,,,ACME SOLAR HOLDINGS LTD,380.7,380.7,373.0,375.45,375.8,382.25,,375.45,,,1423424,534747433.95,31375,F1,1,,,,,
